Compute_Investment,Talent_Investment,Score_Gain
0.0,0.0,4.470109575829408
3.4482758620689653,0.0,5.3972937574570565
6.896551724137931,0.0,6.567699653816862
10.344827586206897,0.0,7.992979354652555
13.793103448275861,0.0,9.65459769884814
17.241379310344826,0.0,11.49608588041902
20.689655172413794,0.0,13.425821180068652
24.137931034482758,0.0,15.332977324876573
27.586206896551722,0.0,17.111763233686734
31.034482758620687,0.0,18.68342097568982
34.48275862068965,0.0,20.007035107471058
37.93103448275862,0.0,21.077459138443327
41.37931034482759,0.0,21.915094381951285
44.82758620689655,0.0,22.55383971686044
48.275862068965516,0.0,23.031384044077942
51.72413793103448,0.0,23.383158175677437
55.172413793103445,0.0,23.639467326237565
58.62068965517241,0.0,23.824734407296564
62.068965517241374,0.0,23.957879227590873
65.51724137931033,0.0,24.053169007840694
68.9655172413793,0.0,24.12116393931934
72.41379310344827,0.0,24.169579455018987
75.86206896551724,0.0,24.204001426386593
79.3103448275862,0.0,24.228448102405938
82.75862068965517,0.0,24.245797008935376
86.20689655172413,0.0,24.25810221564261
89.6551724137931,0.0,24.26682667819995
93.10344827586206,0.0,24.27301068582035
96.55172413793103,0.0,24.277393140123767
100.0,0.0,24.28049845239627
0.0,3.4482758620689653,5.088232363581174
3.4482758620689653,3.4482758620689653,6.015416545208822
6.896551724137931,3.4482758620689653,7.185822441568627
10.344827586206897,3.4482758620689653,8.61110214240432
13.793103448275861,3.4482758620689653,10.272720486599905
17.241379310344826,3.4482758620689653,12.114208668170784
20.689655172413794,3.4482758620689653,14.043943967820416
24.137931034482758,3.4482758620689653,15.951100112628339
27.586206896551722,3.4482758620689653,17.7298860214385
31.034482758620687,3.4482758620689653,19.301543763441586
34.48275862068965,3.4482758620689653,20.625157895222824
37.93103448275862,3.4482758620689653,21.695581926195093
41.37931034482759,3.4482758620689653,22.53321716970305
44.82758620689655,3.4482758620689653,23.171962504612207
48.275862068965516,3.4482758620689653,23.649506831829708
51.72413793103448,3.4482758620689653,24.001280963429203
55.172413793103445,3.4482758620689653,24.25759011398933
58.62068965517241,3.4482758620689653,24.44285719504833
62.068965517241374,3.4482758620689653,24.576002015342638
65.51724137931033,3.4482758620689653,24.67129179559246
68.9655172413793,3.4482758620689653,24.739286727071107
72.41379310344827,3.4482758620689653,24.787702242770752
75.86206896551724,3.4482758620689653,24.82212421413836
79.3103448275862,3.4482758620689653,24.846570890157704
82.75862068965517,3.4482758620689653,24.863919796687142
86.20689655172413,3.4482758620689653,24.876225003394374
89.6551724137931,3.4482758620689653,24.884949465951717
93.10344827586206,3.4482758620689653,24.891133473572115
96.55172413793103,3.4482758620689653,24.895515927875532
100.0,3.4482758620689653,24.898621240148035
0.0,6.896551724137931,5.868502961154378
3.4482758620689653,6.896551724137931,6.795687142782025
6.896551724137931,6.896551724137931,7.966093039141832
10.344827586206897,6.896551724137931,9.391372739977525
13.793103448275861,6.896551724137931,11.052991084173108
17.241379310344826,6.896551724137931,12.894479265743989
20.689655172413794,6.896551724137931,14.824214565393621
24.137931034482758,6.896551724137931,16.731370710201542
27.586206896551722,6.896551724137931,18.510156619011703
31.034482758620687,6.896551724137931,20.08181436101479
34.48275862068965,6.896551724137931,21.405428492796027
37.93103448275862,6.896551724137931,22.475852523768296
41.37931034482759,6.896551724137931,23.313487767276253
44.82758620689655,6.896551724137931,23.95223310218541
48.275862068965516,6.896551724137931,24.42977742940291
51.72413793103448,6.896551724137931,24.781551561002406
55.172413793103445,6.896551724137931,25.037860711562534
58.62068965517241,6.896551724137931,25.223127792621533
62.068965517241374,6.896551724137931,25.35627261291584
65.51724137931033,6.896551724137931,25.451562393165663
68.9655172413793,6.896551724137931,25.51955732464431
72.41379310344827,6.896551724137931,25.567972840343955
75.86206896551724,6.896551724137931,25.602394811711562
79.3103448275862,6.896551724137931,25.626841487730907
82.75862068965517,6.896551724137931,25.644190394260345
86.20689655172413,6.896551724137931,25.656495600967578
89.6551724137931,6.896551724137931,25.66522006352492
93.10344827586206,6.896551724137931,25.671404071145318
96.55172413793103,6.896551724137931,25.675786525448736
100.0,6.896551724137931,25.67889183772124
0.0,10.344827586206897,6.818689428378173
3.4482758620689653,10.344827586206897,7.745873610005821
6.896551724137931,10.344827586206897,8.916279506365626
10.344827586206897,10.344827586206897,10.341559207201321
13.793103448275861,10.344827586206897,12.003177551396904
